Year,BEAT,Crime Group,Crime Category,crime_counts
2009,S2,Property Crime,Motor Vehicle Theft,102
2009,S3,Person Crime,Aggravated Assault,46
2009,S3,Person Crime,Rape,2
2009,S3,Person Crime,Robbery,60
2009,S3,Property Crime,Burglary,219
2009,S3,Property Crime,Larceny-Theft,417
2009,S3,Property Crime,Motor Vehicle Theft,80
2009,U1,Person Crime,Aggravated Assault,36
2009,U1,Person Crime,Rape,3
2009,U1,Person Crime,Robbery,53
2009,U1,Property Crime,Arson,8
2009,U1,Property Crime,Burglary,222
2009,U1,Property Crime,Larceny-Theft,634
2009,U1,Property Crime,Motor Vehicle Theft,147
2009,U2,Person Crime,Aggravated Assault,51
2009,U2,Person Crime,Rape,4
2009,U2,Person Crime,Robbery,50
2009,U2,Property Crime,Arson,18
2009,U2,Property Crime,Burglary,86
2009,U2,Property Crime,Larceny-Theft,551
2009,U2,Property Crime,Motor Vehicle Theft,43
2009,U3,Person Crime,Aggravated Assault,13
2009,U3,Person Crime,Rape,2
2009,U3,Person Crime,Robbery,24
2009,U3,Property Crime,Arson,4
2009,U3,Property Crime,Burglary,239
2009,U3,Property Crime,Larceny-Theft,741
2009,U3,Property Crime,Motor Vehicle Theft,76
2009,W1,Person Crime,Aggravated Assault,28
2009,W1,Person Crime,Robbery,15
2009,W1,Property Crime,Arson,3
2009,W1,Property Crime,Burglary,177
2009,W1,Property Crime,Larceny-Theft,403
2009,W1,Property Crime,Motor Vehicle Theft,42
2009,W2,Person Crime,Aggravated Assault,35
2009,W2,Person Crime,Homicide,2
2009,W2,Person Crime,Rape,1
2009,W2,Person Crime,Robbery,30
2009,W2,Property Crime,Arson,1
2009,W2,Property Crime,Burglary,195
2009,W2,Property Crime,Larceny-Theft,423
2009,W2,Property Crime,Motor Vehicle Theft,83
2009,W3,Person Crime,Aggravated Assault,16
2009,W3,Person Crime,Rape,1
2009,W3,Person Crime,Robbery,16
2009,W3,Property Crime,Arson,2
2009,W3,Property Crime,Burglary,180
2009,W3,Property Crime,Larceny-Theft,398
2009,W3,Property Crime,Motor Vehicle Theft,72
2010,B1,Person Crime,Aggravated Assault,22
2010,B1,Person Crime,Homicide,1
2010,B1,Person Crime,Rape,1
2010,B1,Person Crime,Robbery,9
2010,B1,Property Crime,Arson,1
2010,B1,Property Crime,Burglary,89
2010,B1,Property Crime,Larceny-Theft,491
2010,B1,Property Crime,Motor Vehicle Theft,51
2010,B2,Person Crime,Aggravated Assault,43
2010,B2,Person Crime,Rape,3
2010,B2,Person Crime,Robbery,16
2010,B2,Property Crime,Arson,3
2010,B2,Property Crime,Burglary,175
2010,B2,Property Crime,Larceny-Theft,619
2010,B2,Property Crime,Motor Vehicle Theft,116
2010,B3,Person Crime,Aggravated Assault,30
2010,B3,Person Crime,Rape,1
2010,B3,Person Crime,Robbery,20
2010,B3,Property Crime,Arson,8
2010,B3,Property Crime,Burglary,184
2010,B3,Property Crime,Larceny-Theft,664
2010,B3,Property Crime,Motor Vehicle Theft,107
2010,C1,Person Crime,Aggravated Assault,16
2010,C1,Person Crime,Rape,1
2010,C1,Person Crime,Robbery,21
2010,C1,Property Crime,Burglary,141
2010,C1,Property Crime,Larceny-Theft,375
2010,C1,Property Crime,Motor Vehicle Theft,66
2010,C2,Person Crime,Aggravated Assault,8
2010,C2,Person Crime,Rape,2
2010,C2,Person Crime,Robbery,14
2010,C2,Property Crime,Arson,1
2010,C2,Property Crime,Burglary,107
2010,C2,Property Crime,Larceny-Theft,337
2010,C2,Property Crime,Motor Vehicle Theft,52
2010,C3,Person Crime,Aggravated Assault,19
2010,C3,Person Crime,Robbery,27
2010,C3,Property Crime,Arson,2
2010,C3,Property Crime,Burglary,151
2010,C3,Property Crime,Larceny-Theft,303
2010,C3,Property Crime,Motor Vehicle Theft,38
2010,D1,Person Crime,Aggravated Assault,73
2010,D1,Person Crime,Homicide,2
2010,D1,Person Crime,Rape,6
2010,D1,Person Crime,Robbery,43
2010,D1,Property Crime,Arson,2
2010,D1,Property Crime,Burglary,97
2010,D1,Property Crime,Larceny-Theft,832
2010,D1,Property Crime,Motor Vehicle Theft,59
2010,D2,Person Crime,Aggravated Assault,38
2010,D2,Person Crime,Homicide,2
2010,D2,Person Crime,Rape,2
2010,D2,Person Crime,Robbery,35
2010,D2,Property Crime,Arson,1
2010,D2,Property Crime,Burglary,126
2010,D2,Property Crime,Larceny-Theft,596
2010,D2,Property Crime,Motor Vehicle Theft,56
2010,D3,Person Crime,Aggravated Assault,38
2010,D3,Person Crime,Homicide,3
2010,D3,Person Crime,Rape,3
2010,D3,Person Crime,Robbery,20
2010,D3,Property Crime,Burglary,160
2010,D3,Property Crime,Larceny-Theft,569
2010,D3,Property Crime,Motor Vehicle Theft,94
2010,E1,Person Crime,Aggravated Assault,43
2010,E1,Person Crime,Rape,1
2010,E1,Person Crime,Robbery,36
2010,E1,Property Crime,Arson,1
2010,E1,Property Crime,Burglary,151
2010,E1,Property Crime,Larceny-Theft,412
2010,E1,Property Crime,Motor Vehicle Theft,80
2010,E2,Person Crime,Aggravated Assault,33
2010,E2,Person Crime,Homicide,1
2010,E2,Person Crime,Rape,2
2010,E2,Person Crime,Robbery,30
2010,E2,Property Crime,Arson,2
2010,E2,Property Crime,Burglary,68
2010,E2,Property Crime,Larceny-Theft,639
2010,E2,Property Crime,Motor Vehicle Theft,47
2010,E3,Person Crime,Aggravated Assault,49
2010,E3,Person Crime,Homicide,1
2010,E3,Person Crime,Rape,5
2010,E3,Person Crime,Robbery,40
2010,E3,Property Crime,Arson,2
2010,E3,Property Crime,Burglary,111
2010,E3,Property Crime,Larceny-Theft,766
2010,E3,Property Crime,Motor Vehicle Theft,60
2010,F1,Person Crime,Aggravated Assault,47
2010,F1,Person Crime,Rape,2
2010,F1,Person Crime,Robbery,29
2010,F1,Property Crime,Arson,2
2010,F1,Property Crime,Burglary,109
2010,F1,Property Crime,Larceny-Theft,258
2010,F1,Property Crime,Motor Vehicle Theft,61
2010,F2,Person Crime,Aggravated Assault,30
2010,F2,Person Crime,Homicide,1
2010,F2,Person Crime,Rape,1
2010,F2,Person Crime,Robbery,30
2010,F2,Property Crime,Arson,1
2010,F2,Property Crime,Burglary,118
2010,F2,Property Crime,Larceny-Theft,315
2010,F2,Property Crime,Motor Vehicle Theft,57
2010,F3,Person Crime,Aggravated Assault,44
2010,F3,Person Crime,Homicide,1
2010,F3,Person Crime,Robbery,28
2010,F3,Property Crime,Arson,2
2010,F3,Property Crime,Burglary,118
2010,F3,Property Crime,Larceny-Theft,218
2010,F3,Property Crime,Motor Vehicle Theft,75
2010,G1,Person Crime,Aggravated Assault,35
2010,G1,Person Crime,Rape,2
2010,G1,Person Crime,Robbery,18
2010,G1,Property Crime,Arson,2
2010,G1,Property Crime,Burglary,64
2010,G1,Property Crime,Larceny-Theft,216
2010,G1,Property Crime,Motor Vehicle Theft,31
2010,G2,Person Crime,Aggravated Assault,33
2010,G2,Person Crime,Rape,1
2010,G2,Person Crime,Robbery,34
2010,G2,Property Crime,Burglary,126
2010,G2,Property Crime,Larceny-Theft,309
2010,G2,Property Crime,Motor Vehicle Theft,48
2010,G3,Person Crime,Aggravated Assault,18
2010,G3,Person Crime,Rape,2
2010,G3,Person Crime,Robbery,30
2010,G3,Property Crime,Arson,1
2010,G3,Property Crime,Burglary,127
2010,G3,Property Crime,Larceny-Theft,212
2010,G3,Property Crime,Motor Vehicle Theft,28
2010,J1,Person Crime,Aggravated Assault,33
2010,J1,Person Crime,Rape,1
2010,J1,Person Crime,Robbery,27
2010,J1,Property Crime,Arson,4
2010,J1,Property Crime,Burglary,126
2010,J1,Property Crime,Larceny-Theft,533
2010,J1,Property Crime,Motor Vehicle Theft,73
2010,J2,Person Crime,Aggravated Assault,21
2010,J2,Person Crime,Robbery,9
2010,J2,Property Crime,Arson,2
2010,J2,Property Crime,Burglary,102
2010,J2,Property Crime,Larceny-Theft,381
2010,J2,Property Crime,Motor Vehicle Theft,78
2010,J3,Person Crime,Aggravated Assault,9
2010,J3,Person Crime,Rape,3
2010,J3,Person Crime,Robbery,12
2010,J3,Property Crime,Arson,2
2010,J3,Property Crime,Burglary,110
2010,J3,Property Crime,Larceny-Theft,635
2010,J3,Property Crime,Motor Vehicle Theft,110
2010,K1,Person Crime,Aggravated Assault,28
2010,K1,Person Crime,Rape,2
2010,K1,Person Crime,Robbery,36
2010,K1,Property Crime,Burglary,45
2010,K1,Property Crime,Larceny-Theft,684
2010,K1,Property Crime,Motor Vehicle Theft,32
2010,K2,Person Crime,Aggravated Assault,62
2010,K2,Person Crime,Rape,3
2010,K2,Person Crime,Robbery,35
2010,K2,Property Crime,Arson,2
2010,K2,Property Crime,Burglary,41
2010,K2,Property Crime,Larceny-Theft,518
2010,K2,Property Crime,Motor Vehicle Theft,46
2010,K3,Person Crime,Aggravated Assault,52
2010,K3,Person Crime,Homicide,3
2010,K3,Person Crime,Rape,7
2010,K3,Person Crime,Robbery,74
2010,K3,Property Crime,Arson,1
2010,K3,Property Crime,Burglary,97
2010,K3,Property Crime,Larceny-Theft,968
2010,K3,Property Crime,Motor Vehicle Theft,58
2010,L1,Person Crime,Aggravated Assault,28
2010,L1,Person Crime,Rape,2
2010,L1,Person Crime,Robbery,14
2010,L1,Property Crime,Arson,10
2010,L1,Property Crime,Burglary,104
2010,L1,Property Crime,Larceny-Theft,359
2010,L1,Property Crime,Motor Vehicle Theft,47
2010,L2,Person Crime,Aggravated Assault,17
2010,L2,Person Crime,Robbery,42
2010,L2,Property Crime,Arson,1
2010,L2,Property Crime,Burglary,173
2010,L2,Property Crime,Larceny-Theft,709
2010,L2,Property Crime,Motor Vehicle Theft,132
2010,L3,Person Crime,Aggravated Assault,26
2010,L3,Person Crime,Rape,1
2010,L3,Person Crime,Robbery,24
2010,L3,Property Crime,Arson,2
2010,L3,Property Crime,Burglary,147
2010,L3,Property Crime,Larceny-Theft,424
2010,L3,Property Crime,Motor Vehicle Theft,33
2010,M1,Person Crime,Aggravated Assault,29
2010,M1,Person Crime,Homicide,1
2010,M1,Person Crime,Robbery,26
2010,M1,Property Crime,Burglary,43
2010,M1,Property Crime,Larceny-Theft,932
2010,M1,Property Crime,Motor Vehicle Theft,30
2010,M2,Person Crime,Aggravated Assault,28
2010,M2,Person Crime,Robbery,37
2010,M2,Property Crime,Burglary,57
2010,M2,Property Crime,Larceny-Theft,704
2010,M2,Property Crime,Motor Vehicle Theft,15
2010,M3,Person Crime,Aggravated Assault,25
2010,M3,Person Crime,Robbery,61
2010,M3,Property Crime,Burglary,42
2010,M3,Property Crime,Larceny-Theft,716
2010,M3,Property Crime,Motor Vehicle Theft,9
2010,N1,Person Crime,Aggravated Assault,22
2010,N1,Person Crime,Rape,3
2010,N1,Person Crime,Robbery,10
2010,N1,Property Crime,Arson,3
2010,N1,Property Crime,Burglary,179
2010,N1,Property Crime,Larceny-Theft,388
2010,N1,Property Crime,Motor Vehicle Theft,70
2010,N2,Person Crime,Aggravated Assault,32
2010,N2,Person Crime,Rape,2
2010,N2,Person Crime,Robbery,20
2010,N2,Property Crime,Arson,2
2010,N2,Property Crime,Burglary,138
2010,N2,Property Crime,Larceny-Theft,399
2010,N2,Property Crime,Motor Vehicle Theft,71
2010,N3,Person Crime,Aggravated Assault,36
2010,N3,Person Crime,Homicide,3
2010,N3,Person Crime,Rape,4
2010,N3,Person Crime,Robbery,29
2010,N3,Property Crime,Arson,2
2010,N3,Property Crime,Burglary,103
2010,N3,Property Crime,Larceny-Theft,303
2010,N3,Property Crime,Motor Vehicle Theft,83
2010,O1,Person Crime,Aggravated Assault,30
2010,O1,Person Crime,Rape,1
2010,O1,Person Crime,Robbery,13
2010,O1,Property Crime,Burglary,49
2010,O1,Property Crime,Larceny-Theft,387
2010,O1,Property Crime,Motor Vehicle Theft,43
2010,O2,Person Crime,Aggravated Assault,18
2010,O2,Person Crime,Rape,2
2010,O2,Person Crime,Robbery,7
2010,O2,Property Crime,Burglary,65
2010,O2,Property Crime,Larceny-Theft,159
2010,O2,Property Crime,Motor Vehicle Theft,25
2010,O3,Person Crime,Aggravated Assault,23
2010,O3,Person Crime,Rape,2
2010,O3,Person Crime,Robbery,16
2010,O3,Property Crime,Arson,1
2010,O3,Property Crime,Burglary,63
2010,O3,Property Crime,Larceny-Theft,170
2010,O3,Property Crime,Motor Vehicle Theft,35
2010,Q1,Person Crime,Aggravated Assault,17
2010,Q1,Person Crime,Robbery,4
2010,Q1,Property Crime,Arson,7
2010,Q1,Property Crime,Burglary,122
2010,Q1,Property Crime,Larceny-Theft,379
2010,Q1,Property Crime,Motor Vehicle Theft,40
2010,Q2,Person Crime,Aggravated Assault,25
2010,Q2,Person Crime,Robbery,10
2010,Q2,Property Crime,Arson,2
2010,Q2,Property Crime,Burglary,179
2010,Q2,Property Crime,Larceny-Theft,498
2010,Q2,Property Crime,Motor Vehicle Theft,114
2010,Q3,Person Crime,Aggravated Assault,38
2010,Q3,Person Crime,Rape,6
2010,Q3,Person Crime,Robbery,22
2010,Q3,Property Crime,Arson,10
2010,Q3,Property Crime,Burglary,133
2010,Q3,Property Crime,Larceny-Theft,742
2010,Q3,Property Crime,Motor Vehicle Theft,75
2010,R1,Person Crime,Aggravated Assault,65
2010,R1,Person Crime,Homicide,1
2010,R1,Person Crime,Rape,2
2010,R1,Person Crime,Robbery,56
2010,R1,Property Crime,Burglary,196
2010,R1,Property Crime,Larceny-Theft,369
2010,R1,Property Crime,Motor Vehicle Theft,139
2010,R2,Person Crime,Aggravated Assault,62
2010,R2,Person Crime,Homicide,2
2010,R2,Person Crime,Rape,3
2010,R2,Person Crime,Robbery,46
2010,R2,Property Crime,Arson,2
2010,R2,Property Crime,Burglary,199
2010,R2,Property Crime,Larceny-Theft,594
2010,R2,Property Crime,Motor Vehicle Theft,71
2010,R3,Person Crime,Aggravated Assault,64
2010,R3,Person Crime,Homicide,1
2010,R3,Person Crime,Rape,2
2010,R3,Person Crime,Robbery,51
2010,R3,Property Crime,Arson,1
2010,R3,Property Crime,Burglary,238
2010,R3,Property Crime,Larceny-Theft,398
2010,R3,Property Crime,Motor Vehicle Theft,75
2010,S1,Person Crime,Aggravated Assault,42
2010,S1,Person Crime,Rape,2
2010,S1,Person Crime,Robbery,64
2010,S1,Property Crime,Arson,3
2010,S1,Property Crime,Burglary,197
2010,S1,Property Crime,Larceny-Theft,257
2010,S1,Property Crime,Motor Vehicle Theft,125
2010,S2,Person Crime,Aggravated Assault,67
2010,S2,Person Crime,Rape,4
2010,S2,Person Crime,Robbery,75
2010,S2,Property Crime,Arson,2
2010,S2,Property Crime,Burglary,192
2010,S2,Property Crime,Larceny-Theft,269
2010,S2,Property Crime,Motor Vehicle Theft,103
2010,S3,Person Crime,Aggravated Assault,63
2010,S3,Person Crime,Rape,2
2010,S3,Person Crime,Robbery,49
2010,S3,Property Crime,Arson,4
2010,S3,Property Crime,Burglary,216
2010,S3,Property Crime,Larceny-Theft,408
2010,S3,Property Crime,Motor Vehicle Theft,139
2010,U1,Person Crime,Aggravated Assault,49
2010,U1,Person Crime,Rape,2
2010,U1,Person Crime,Robbery,36
2010,U1,Property Crime,Arson,5
2010,U1,Property Crime,Burglary,246
2010,U1,Property Crime,Larceny-Theft,634
2010,U1,Property Crime,Motor Vehicle Theft,148
2010,U2,Person Crime,Aggravated Assault,38
2010,U2,Person Crime,Rape,2
2010,U2,Person Crime,Robbery,38
2010,U2,Property Crime,Arson,9
2010,U2,Property Crime,Burglary,110
2010,U2,Property Crime,Larceny-Theft,544
2010,U2,Property Crime,Motor Vehicle Theft,62
2010,U3,Person Crime,Aggravated Assault,19
2010,U3,Person Crime,Rape,1
2010,U3,Person Crime,Robbery,13
2010,U3,Property Crime,Burglary,228
2010,U3,Property Crime,Larceny-Theft,703
2010,U3,Property Crime,Motor Vehicle Theft,98
2010,W1,Person Crime,Aggravated Assault,29
2010,W1,Person Crime,Rape,3
2010,W1,Person Crime,Robbery,10
2010,W1,Property Crime,Arson,2
2010,W1,Property Crime,Burglary,133
2010,W1,Property Crime,Larceny-Theft,434
2010,W1,Property Crime,Motor Vehicle Theft,81
2010,W2,Person Crime,Aggravated Assault,21
2010,W2,Person Crime,Homicide,1
2010,W2,Person Crime,Rape,1
2010,W2,Person Crime,Robbery,15
2010,W2,Property Crime,Arson,2
2010,W2,Property Crime,Burglary,164
2010,W2,Property Crime,Larceny-Theft,448
2010,W2,Property Crime,Motor Vehicle Theft,84
2010,W3,Person Crime,Aggravated Assault,30
2010,W3,Person Crime,Rape,2
2010,W3,Person Crime,Robbery,7
2010,W3,Property Crime,Arson,2
2010,W3,Property Crime,Burglary,180
2010,W3,Property Crime,Larceny-Theft,394
2010,W3,Property Crime,Motor Vehicle Theft,80
2011,B1,Person Crime,Aggravated Assault,29
2011,B1,Person Crime,Rape,1
2011,B1,Person Crime,Robbery,13
2011,B1,Property Crime,Arson,1
2011,B1,Property Crime,Burglary,106
2011,B1,Property Crime,Larceny-Theft,457
2011,B1,Property Crime,Motor Vehicle Theft,67
2011,B2,Person Crime,Aggravated Assault,28
2011,B2,Person Crime,Rape,1
2011,B2,Person Crime,Robbery,8
2011,B2,Property Crime,Burglary,153
2011,B2,Property Crime,Larceny-Theft,582
2011,B2,Property Crime,Motor Vehicle Theft,97
2011,B3,Person Crime,Aggravated Assault,23
2011,B3,Person Crime,Rape,2
2011,B3,Person Crime,Robbery,13
2011,B3,Property Crime,Arson,1
2011,B3,Property Crime,Burglary,227
2011,B3,Property Crime,Larceny-Theft,533
2011,B3,Property Crime,Motor Vehicle Theft,111
2011,C1,Person Crime,Aggravated Assault,16
2011,C1,Person Crime,Rape,2
2011,C1,Person Crime,Robbery,13
2011,C1,Property Crime,Arson,1
2011,C1,Property Crime,Burglary,132
2011,C1,Property Crime,Larceny-Theft,418
2011,C1,Property Crime,Motor Vehicle Theft,73
2011,C2,Person Crime,Aggravated Assault,16
2011,C2,Person Crime,Rape,1
2011,C2,Person Crime,Robbery,4
2011,C2,Property Crime,Arson,1
2011,C2,Property Crime,Burglary,131
2011,C2,Property Crime,Larceny-Theft,270
2011,C2,Property Crime,Motor Vehicle Theft,50
2011,C3,Person Crime,Aggravated Assault,24
2011,C3,Person Crime,Rape,1
2011,C3,Person Crime,Robbery,23
2011,C3,Property Crime,Arson,1
2011,C3,Property Crime,Burglary,195
2011,C3,Property Crime,Larceny-Theft,315
2011,C3,Property Crime,Motor Vehicle Theft,45
2011,D1,Person Crime,Aggravated Assault,65
2011,D1,Person Crime,Homicide,1
2011,D1,Person Crime,Rape,3
2011,D1,Person Crime,Robbery,65
2011,D1,Property Crime,Arson,2
2011,D1,Property Crime,Burglary,81
2011,D1,Property Crime,Larceny-Theft,576
2011,D1,Property Crime,Motor Vehicle Theft,34
2011,D2,Person Crime,Aggravated Assault,26
2011,D2,Person Crime,Homicide,1
2011,D2,Person Crime,Rape,5
2011,D2,Person Crime,Robbery,24
2011,D2,Property Crime,Arson,2
2011,D2,Property Crime,Burglary,136
2011,D2,Property Crime,Larceny-Theft,544
2011,D2,Property Crime,Motor Vehicle Theft,76
2011,D3,Person Crime,Aggravated Assault,42
2011,D3,Person Crime,Homicide,1
2011,D3,Person Crime,Rape,3
2011,D3,Person Crime,Robbery,28
2011,D3,Property Crime,Burglary,163
2011,D3,Property Crime,Larceny-Theft,651
2011,D3,Property Crime,Motor Vehicle Theft,91
2011,E1,Person Crime,Aggravated Assault,37
2011,E1,Person Crime,Homicide,1
2011,E1,Person Crime,Rape,5
2011,E1,Person Crime,Robbery,25
2011,E1,Property Crime,Arson,5
2011,E1,Property Crime,Burglary,116
2011,E1,Property Crime,Larceny-Theft,347
2011,E1,Property Crime,Motor Vehicle Theft,70
2011,E2,Person Crime,Aggravated Assault,49
2011,E2,Person Crime,Rape,3
2011,E2,Person Crime,Robbery,42
2011,E2,Property Crime,Burglary,65
2011,E2,Property Crime,Larceny-Theft,689
2011,E2,Property Crime,Motor Vehicle Theft,55
2011,E3,Person Crime,Aggravated Assault,44
2011,E3,Person Crime,Homicide,2
2011,E3,Person Crime,Rape,1
2011,E3,Person Crime,Robbery,43
2011,E3,Property Crime,Arson,5
2011,E3,Property Crime,Burglary,92
2011,E3,Property Crime,Larceny-Theft,565
2011,E3,Property Crime,Motor Vehicle Theft,40
2011,F1,Person Crime,Aggravated Assault,40
2011,F1,Person Crime,Rape,2
2011,F1,Person Crime,Robbery,20
2011,F1,Property Crime,Arson,3
2011,F1,Property Crime,Burglary,169
2011,F1,Property Crime,Larceny-Theft,254
2011,F1,Property Crime,Motor Vehicle Theft,67
2011,F2,Person Crime,Aggravated Assault,26
2011,F2,Person Crime,Rape,3
2011,F2,Person Crime,Robbery,17
2011,F2,Property Crime,Arson,2
2011,F2,Property Crime,Burglary,100
2011,F2,Property Crime,Larceny-Theft,322
2011,F2,Property Crime,Motor Vehicle Theft,91
2011,F3,Person Crime,Aggravated Assault,47
2011,F3,Person Crime,Rape,1
2011,F3,Person Crime,Robbery,14
2011,F3,Property Crime,Arson,1
2011,F3,Property Crime,Burglary,141
2011,F3,Property Crime,Larceny-Theft,250
2011,F3,Property Crime,Motor Vehicle Theft,82
2011,G1,Person Crime,Aggravated Assault,34
2011,G1,Person Crime,Rape,3
2011,G1,Person Crime,Robbery,16
2011,G1,Property Crime,Burglary,53
2011,G1,Property Crime,Larceny-Theft,205
2011,G1,Property Crime,Motor Vehicle Theft,38
2011,G2,Person Crime,Aggravated Assault,39
2011,G2,Person Crime,Homicide,2
2011,G2,Person Crime,Robbery,54
2011,G2,Property Crime,Arson,1
2011,G2,Property Crime,Burglary,152
2011,G2,Property Crime,Larceny-Theft,384
2011,G2,Property Crime,Motor Vehicle Theft,51
2011,G3,Person Crime,Aggravated Assault,28
2011,G3,Person Crime,Robbery,23
2011,G3,Property Crime,Arson,3
2011,G3,Property Crime,Burglary,93
2011,G3,Property Crime,Larceny-Theft,212
2011,G3,Property Crime,Motor Vehicle Theft,28
2011,J1,Person Crime,Aggravated Assault,41
2011,J1,Person Crime,Rape,7
2011,J1,Person Crime,Robbery,27
2011,J1,Property Crime,Arson,1
2011,J1,Property Crime,Burglary,103
2011,J1,Property Crime,Larceny-Theft,500
2011,J1,Property Crime,Motor Vehicle Theft,58
2011,J2,Person Crime,Aggravated Assault,23
2011,J2,Person Crime,Homicide,1
2011,J2,Person Crime,Robbery,12
2011,J2,Property Crime,Arson,2
2011,J2,Property Crime,Burglary,162
2011,J2,Property Crime,Larceny-Theft,371
2011,J2,Property Crime,Motor Vehicle Theft,77
2011,J3,Person Crime,Aggravated Assault,26
2011,J3,Person Crime,Robbery,9
2011,J3,Property Crime,Burglary,182
2011,J3,Property Crime,Larceny-Theft,500
2011,J3,Property Crime,Motor Vehicle Theft,85
2011,K1,Person Crime,Aggravated Assault,30
2011,K1,Person Crime,Homicide,2
2011,K1,Person Crime,Rape,7
2011,K1,Person Crime,Robbery,26
2011,K1,Property Crime,Arson,1
2011,K1,Property Crime,Burglary,33
2011,K1,Property Crime,Larceny-Theft,692
2011,K1,Property Crime,Motor Vehicle Theft,24
2011,K2,Person Crime,Aggravated Assault,67
2011,K2,Person Crime,Rape,4
2011,K2,Person Crime,Robbery,34
2011,K2,Property Crime,Burglary,37
2011,K2,Property Crime,Larceny-Theft,498
2011,K2,Property Crime,Motor Vehicle Theft,38
2011,K3,Person Crime,Aggravated Assault,69
2011,K3,Person Crime,Rape,9
2011,K3,Person Crime,Robbery,73
2011,K3,Property Crime,Burglary,86
2011,K3,Property Crime,Larceny-Theft,791
2011,K3,Property Crime,Motor Vehicle Theft,67
2011,L1,Person Crime,Aggravated Assault,31
2011,L1,Person Crime,Rape,1
2011,L1,Person Crime,Robbery,14
2011,L1,Property Crime,Arson,4
2011,L1,Property Crime,Burglary,127
2011,L1,Property Crime,Larceny-Theft,407
2011,L1,Property Crime,Motor Vehicle Theft,39
2011,L2,Person Crime,Aggravated Assault,25
2011,L2,Person Crime,Rape,1
2011,L2,Person Crime,Robbery,39
2011,L2,Property Crime,Burglary,168
2011,L2,Property Crime,Larceny-Theft,786
2011,L2,Property Crime,Motor Vehicle Theft,134
2011,L3,Person Crime,Aggravated Assault,23
2011,L3,Person Crime,Rape,2
2011,L3,Person Crime,Robbery,22
2011,L3,Property Crime,Burglary,151
2011,L3,Property Crime,Larceny-Theft,442
2011,L3,Property Crime,Motor Vehicle Theft,20
2011,M1,Person Crime,Aggravated Assault,31
2011,M1,Person Crime,Rape,2
2011,M1,Person Crime,Robbery,32
2011,M1,Property Crime,Arson,1
2011,M1,Property Crime,Burglary,48
2011,M1,Property Crime,Larceny-Theft,755
2011,M1,Property Crime,Motor Vehicle Theft,26
2011,M2,Person Crime,Aggravated Assault,38
2011,M2,Person Crime,Rape,2
2011,M2,Person Crime,Robbery,44
2011,M2,Property Crime,Burglary,46
2011,M2,Property Crime,Larceny-Theft,651
2011,M2,Property Crime,Motor Vehicle Theft,17
2011,M3,Person Crime,Aggravated Assault,43
2011,M3,Person Crime,Rape,3
2011,M3,Person Crime,Robbery,70
2011,M3,Property Crime,Burglary,27
2011,M3,Property Crime,Larceny-Theft,741
2011,M3,Property Crime,Motor Vehicle Theft,12
2011,N1,Person Crime,Aggravated Assault,21
2011,N1,Person Crime,Homicide,2
2011,N1,Person Crime,Rape,1
2011,N1,Person Crime,Robbery,14
2011,N1,Property Crime,Arson,4
2011,N1,Property Crime,Burglary,227
2011,N1,Property Crime,Larceny-Theft,407
2011,N1,Property Crime,Motor Vehicle Theft,71
2011,N2,Person Crime,Aggravated Assault,39
2011,N2,Person Crime,Rape,2
2011,N2,Person Crime,Robbery,28
2011,N2,Property Crime,Burglary,180
2011,N2,Property Crime,Larceny-Theft,533
2011,N2,Property Crime,Motor Vehicle Theft,55
2011,N3,Person Crime,Aggravated Assault,46
2011,N3,Person Crime,Homicide,2
2011,N3,Person Crime,Rape,5
2011,N3,Person Crime,Robbery,24
2011,N3,Property Crime,Arson,3
2011,N3,Property Crime,Burglary,110
2011,N3,Property Crime,Larceny-Theft,294
2011,N3,Property Crime,Motor Vehicle Theft,66
2011,O1,Person Crime,Aggravated Assault,31
2011,O1,Person Crime,Robbery,18
2011,O1,Property Crime,Arson,1
2011,O1,Property Crime,Burglary,23
2011,O1,Property Crime,Larceny-Theft,388
2011,O1,Property Crime,Motor Vehicle Theft,31
2011,O2,Person Crime,Aggravated Assault,14
2011,O2,Person Crime,Rape,1
2011,O2,Person Crime,Robbery,6
2011,O2,Property Crime,Burglary,52
2011,O2,Property Crime,Larceny-Theft,148
2011,O2,Property Crime,Motor Vehicle Theft,29
2011,O3,Person Crime,Aggravated Assault,28
2011,O3,Person Crime,Homicide,2
2011,O3,Person Crime,Rape,3
2011,O3,Person Crime,Robbery,14
2011,O3,Property Crime,Burglary,71
2011,O3,Property Crime,Larceny-Theft,152
2011,O3,Property Crime,Motor Vehicle Theft,51
2011,Q1,Person Crime,Aggravated Assault,12
2011,Q1,Person Crime,Rape,3
2011,Q1,Person Crime,Robbery,7
2011,Q1,Property Crime,Arson,2
2011,Q1,Property Crime,Burglary,100
2011,Q1,Property Crime,Larceny-Theft,302
2011,Q1,Property Crime,Motor Vehicle Theft,41
2011,Q2,Person Crime,Aggravated Assault,13
2011,Q2,Person Crime,Homicide,1
2011,Q2,Person Crime,Robbery,13
2011,Q2,Property Crime,Arson,3
2011,Q2,Property Crime,Burglary,192
2011,Q2,Property Crime,Larceny-Theft,452
2011,Q2,Property Crime,Motor Vehicle Theft,99
2011,Q3,Person Crime,Aggravated Assault,31
2011,Q3,Person Crime,Rape,4
2011,Q3,Person Crime,Robbery,29
2011,Q3,Property Crime,Burglary,114
2011,Q3,Property Crime,Larceny-Theft,636
